id,type,text1,text2,text3,notes
hmi_draco_centurion,SHIP,"Altered by the Draco Group, this ship has the Damper Field replaced with an EMP emitter, and a Tri-Tachyon modification package, replacing ballistic capability with energy-based weapon mounts. The result is an energy focused defensive vessel, if slightly sluggish.

A solid heavy combat frigate, the Centurion can be counted upon to fill and hold gaps in the line of battle, as per the Domain-era doctrine practiced by the successor-state of the XIV Battlegroup.

The Centurion is valued for its versatility due to an abundance of hybrid weapon slots and an integrated Damper Field that allows it to shrug off the fearsome firepower it is sure to face in combat.",,,
hmi_draco_remora,SHIP,"A Draco modification of the Remora, the drone bay is replaced with a forward-facing energy mount and militarized systems. Losing all of its scavenging abilities, this ship acts to provide additional support in engagements either as a nimble (if fragile) strike craft, or a long range support vessel.",,,
hmi_draco_appeasement,SHIP,"An old Tri-Tachyon prototype of the Afflictor borne from the engineering standpoint that the Phase Cloak was unfeasible, this vessel has been adopted by the Draco Group as a warship. This ship bears a Clarent Bridgehead Device system, which teleports the ship and washes the enemy with higher-dimensional EMP arcing. Combined with it's upsized armament and deep flux capacity, this ship works as an excellent formation breaker - assuming the shields hold.

Phase Cloaking is an advanced piece of technology, and some individuals within Tri-Tachyon perceived that its widespread implementation would be impossible. This was due to the expense of the drive, the long-term effects of sustained p-space exposure on crew and officers, and the reliability of the cloak itself. Consequently a limited run of 'phaseless' prototypes were produced, however these ships repeatedly ran into problems with their extraneous systems. 

In the case of the Appeasement, the Entropy Amplifier was difficult to charge up, as a large part of the system required the time dilation effect provided by the phase cloak. The logistically simpler Entropy Accelerator system was the compromise, which provided similar effects to the Accelerator while not requiring the phase cloak system.  After review, it was determined that the ship itself lacked the punch of the normal Afflictor for rather nebulous benefits, and officially decommissioned and converted into Afflictors.

The Draco Group however have removed the system, and filled the ample infrastructure with an overtuned Aegis system interlinked with a phase leap system. When the 'Clarent Bridgehead' system activated, the Aegis vents its arcing as the ship transits. The result is a 'sling-shot' effect, where the ship travels forward in partial p-space while storing up EMP discharge, and on emergence the system releases a cloud of accumulated EMP energy as a storm of EMP arcs. The process is incredibly flux intensive, but it works as a very effective formation breaker.",,,
,,,,,
#DESTROYERS DESTROYERS DESTROYERS,,,,,
,,,,,
hmi_fang_caballoloco,SHIP,"A crazed Mule hackjob produced by the Fang Society, the Caballo Loco replaces the front of the ship with various gun mountings, and replaces the back with a miniature Orion Device. This quick and heavy ship is truly frightening in close quarters, holding a horrifying amount of forward firepower that can be brought to bear with frightening speed. However, the underlying chassis is still a Mule with all the fragilities that entails, making it a truly terrifying horse to ride.",,,
hmi_fang_burro,SHIP,"A ship of unknown providence, the Burro is a brutal ship with a terrifying armament, protected by an updated Damper Field, and propelled by a miniature Orion Device. Despite the potency of such a package, the design definitely shows its age if caught at long range.

The Burro is clearly a design with significant similarities to the Vanguard, however the underlying chassis in some cases has more in common with a Manticore or an Enforcer. Considering the yawning span of time between when all of these ships were designed, it is not clear where the Burro came from. Analysts have hypothesized that the design may have been an attempt to produce a competitor to the Enforcer, or an effort by a fringe admiral to explore a shieldless battlegroup, but without more information it is a complete mystery where this hull came from - and how it got into the hands of the Fang Society.",,,
hmi_fang_mule,SHIP,"Bearing a surprising lack of outward modifications by the Fang Society, this vessel bears little more than a fancy paintjob to differentiate it from other Mule chassis. Internal alterations involve a worrying amount of what appears to be prison cells.

 The Mule is a rugged and reliable combat-capable freighter which built its reputation on the sparsely-patrolled frontiers of the Domain. Post-collapse, the Mule's appeal only grown through the cycles of chaos which wrack the Persean Sector and elevate the importance of strong armor and powerful weapons to otherwise thrifty traders, scavengers, and prospectors.

 The original design officially designated its medium turret mount as a 'gimbaled mining utility attachment point', and even Domain operators from time past knew to read between the lines: without an escort, the Mule-class packs enough of a kick to make pirates think twice before attacking. Of course this also means that the Mule has become the ideal vehicle for a down-on-its-luck or merely opportunistic civilian crew to themselves turn pirate.",,,
hmi_fang_condor,SHIP,"Modified by the craftier individuals of the Fang Society, this ship has been modified with enhanced ballistic firepower and integrated ballistic rangefinders to provide close support in combat as well as lending fighter cover. The modifications however have drastically inhibited the structural integrity of the vessel, making it far more likely to be destroyed if caught out. Further, while the ship can be flexibly outfit, the limited hull chassis ensures that this ship works only as a carrier or a gunship.

The Condor-class sees heavy service in the Sector as this carrier-converted freighter is, for many independent polities, the easiest way to procure fighter capability for their organization. Even with limited flight deck space, the Condor gets the job done, relying on its tough armor, excellent bulkhead strength, and a respectable (for a light carrier) weapons package.

This light carrier design is derived from Tarsus-class freighters modified by desperate scavengers and pirates. The conversion process was once an involved and complex affair requiring space dock facilities, but nowadays any hull-capable forge that will accept a stock Tarsus spec will, with the addition of a custom modchip, get you something just as good. 

Some in the Sector argue that even the Domain, with all their technological know-how, relied on similar conversions to make more efficient use of a merchant fleet during times of escalated hostilities on the voluminous galactic frontier. Others point out that it is unclear how ubiquitous this approach was - there could have been fleets of Condors roaming Domain space, but there is scarce hard evidence one way or the other. Such data was all lost in the Collapse.",,,
hmi_fang_wobbie,SHIP,"The Wobbie is a Fang Society destroyer using the Ring Cloak system and integrating an Orion Device. Apparently the design principal behind the ship was  to put as much armour and armament around the circular phase drive and Orion Device as possible, while maintaining the ships ability to remain in p-space. The result is a heavy thug of a ship that can overwhelm the enemy and weather the long Ring Cloak flush before being able to phase again. However, the high degree of overtuning required to make the Wobbie function correctly has negative consequences in prolonged combat.

While the Gremlin's phase coil set up is well known for being a truly horrific set up due to the psychological impact it has on crews, the Ring Cloak system is a altogether kinder derivative of the phase coil. While the Ring Cloak requires regular flux redistribution in the coils every time the ship emerges from p-space, the thick structure and sheer bulk of the redistribution system shields the crew from anomalous phase variations while also allowing the ship to temporarily 'bleed' with phase space, allowing temporal acceleration on emergence. This of course makes the vessel more vulnerable when existing p-space, which is the key drawback to the cloak.",,,
,,,,,
hmi_draco_hammerhead,SHIP,"Modified by the Draco Group, this prototype Tri-Tachyon Hammerhead has an Aegis EMP Arc System which emits protective EMP arcs depending the ship's flux level. Further, the plasma burn system has been stripped out, and replaced with a high energy focus system, to produce a shockingly effective strike vessel.

The Hammerhead is a well-respected vessel due to its versatile ballistic loadout and good staying power. Naturally the Tri-Tachyon Corporation would investigate a high-tech refit of the vessel, however modification of the vessel often ran into issues. Sometimes the project itself had its funding redirected to other sources, other times the project itself was just a front for embezzlement, and yet other times the modifications did not meet the design goals set out by the Executive Design Committee. The Hammerhead (TT) only passed the prototype stage when a Mayasuran with a deep affinity and love of the Hammerhead chassis came up with a fairly workable design independently of Tri-Tachyon attempts. She was quickly recruited, and she now heads the Hammerhead (TT) development project, of which this is a prototype model. The Draco Group's model, instead of focusing on mobility, integrates a high energy focus system to produce a sluggish if dangerously powerful energy-based gunship.",,,
hmi_draco_drover,SHIP,"This Tri-Tachyon prototype of the Drover has an Aegis EMP Arc System installed, which emits protective EMP arcs depending the ship's flux level. This drastically improves the Drover's survivability when attacked by missiles and fighters, increasing the deployment time this ship possesses.

The Drover has always been an effective light carrier, predominantly used in Persean League fleets. It was only natural for the Tri-Tachyon to experiment with using such ships in their doctrine, but time and time again the crew losses from fighters and the lack of mobility hampered their utility in the Hit and Run doctrine of the company. Several enterprising ship designers played around with a Tri-Tachyon equivalent, utilising a High Tech packages to increase the ship's mobility, however all attempts were unsuccessful. After multiple redesigns and repeated failures, the ship class was completely abandoned. Not even limited runs of this ship were produced, and the design was thought deleted. It is rather curious, then, that this lost, failed design somehow ended up in the hands of the Draco Group as an effective light carrier, replacing the flare system (superfluous in the face of the Aegis EMP emitter) with a targeting array, and focusing on enhancing the fighter strike capability of the Draco fleets.",,,
hmi_draco_sunder,SHIP,"Modified by the Draco Group, this Sunder modification has an Aegis EMP Arc System which emits protective EMP arcs depending the ship's flux level at the cost of the rear point defense energy mount. Widely considered to be a good trade, producing an effective if slightly more logistically intensive Sunder analogue.

A technologically advanced yet fragile destroyer from the late Domain era designed to provide additional firepower in fleet actions carried out by the stretched Domain Navy rather than serve on independent patrols. It has powerful shield emitters and energy weapons but is vulnerable to strike craft and flanking assault frigates.",,,
hmi_draco_hippocampus,SHIP,"Modified by the Draco Group, this ship has an Aegis EMP Arc System which emits protective EMP arcs depending the ship's flux level. Further, the surveying sensor suite has been modified to drastically enhance the range of the attached energy mounts. This alteration has resulted in the loss of one of its fighter decks, reducing its fighter strike potential - but this sacrifice is more than enough to enhance the lethality of the Draco Group's Hippocampus.

Taking note of the rapidly changing situation in the Persean Sector, the Tri-Tachyon Corporation investigated an alternative to the Venture that could deal with the new chaotic realities they found themselves in. The culmination of this research was the Hippocampus, a modification of the Gemini with improved flux systems, a conversion to a more flexible weapons and flight deck loadout, and the inclusion of a very sophisticated range of photometric scanners, deep-terrain sensors and atmosphere characterisation equipment that drastically reduces the workload cost required to carry out a survey. The cost of the 'Hippo's attractive capabilities is a drastic loss in cargo space and relatively high logistical profile, requiring a sizeable investment in support vessels to support it.",,,
hmi_draco_pardon,SHIP,"An old prototype of the Harbringer borne from the engineering standpoint that the Phase Cloak was unfeasible, this vessel has been adopted by the Draco Group as a warship. Able to break enemy formations with its Clarent Bridgehead Device system and a more flexible and sensibly sized armament, this ship is an effect assault vessel. Where the group located this design is unclear, although accusations of Tri-Tachyon influence have been hypothesised by the Hegemony.

Phase Cloaking is an advanced piece of technology, and some individuals within Tri-Tachyon perceived that its widespread implementation would be impossible. This was due to the expense of the drive, the long-term effects of sustained p-space exposure on crew and officers, and the reliability of the cloak itself. Consequently a limited run of 'phaseless' prototypes were produced, however these ships repeatedly ran into problems with their extraneous systems. 

In the case of the Pardon, the Quantum Disruptor was difficult to charge up, as a large part of the system required the temporal detanglement provided by the phase cloak. The Triplet-State Disruptor system was the compromise, which provided similar effects to the Disruptor while not requiring the phase cloak system, and also possessing easier maintenance. To compensate for this the designers added additional ordinance, expanding the middle medium weapon emplacement with a larger mount, converting the hardpoints to missile mounts, and adding two medium energy mounts where the phase cloak drives would normally be placed.  After review, it was determined that while the ship itself was an effective artillery vessel, its poor cost-benefit ratio when compared with the Medusa prevented its widespread usage.

The Draco Group however have removed the system, and filled the ample infrastructure with an overtuned Aegis system interlinked with a phase leap system. When the 'Clarent Bridgehead' system activated, the Aegis vents its arcing as the ship transits. The result is a 'sling-shot' effect, where the ship travels forward in partial p-space while storing up EMP discharge, and on emergence the system releases a cloud of accumulated EMP energy as a storm of EMP arcs. The process is incredibly flux intensive, but it works as a very effective formation breaker.",,,
,,,,,
#CRUISER CRUISER CRUISER,,,,,
,,,,,
hmi_fang_starliner,SHIP,"A Starliner modified by the Fang Society, this vessel has had the crew compartments and cargo replaced with hull reinforcement, weapons, engines and superior flux infrastructure. Surprisingly nimble for its size and packed with weaponry, the craft is also fragile in the face of withering fire. The Rata Apunalada as a result is a suitable bully, able to destroy anything smaller than it with ease, but faltering against determined resistance.",,,
,,,,,
hmi_fang_colossus,SHIP,"At first appearance, this vessel looks no different from a normal Colossus Mk. 3. However, this vessel has been modified and reinforced by the canny engineers of the Fang Society to bear considerably more ordnance. Possessing a concentrated forward arc of ballistic or missile firepower, combined with a functional double fighter bay, this ship can bear a frightening missile strike up close or hit at range with its fighters. However, despite this ample ordinance, the ship itself is incredibly fragile, making it's use a very risky endeavour.",,,
hmi_fang_mora,SHIP,"Modified by the craftier individuals of the Fang Society, this ship bears incredibly refined armour and engine systems. The shields have been replaced with a damper field system to favour the more aggressive combat style of the Fang Society. Further, the weapon mounts has been changed around to focus on a stronger ballistic-based layout, enabling the ship to effectively drill through any ship unlucky enough to be caught by it.

 This class of carrier was commissioned during the same period of carrier-centric Domain naval doctrine as the ubiquitous Talon fighter. Armoured to withstand the fury of battle alongside the Onslaught, the Mora was nonetheless decommissioned en masse as doctrine shifted to favour heavier guns and capital ships flanked by line-cruisers. 

Demilitarized hulls were sold and converted into mobile industrial platforms for use on the frontiers of the Domain. The rugged and eminently adaptable Mora was a common sight in long-range surveying, mining, construction, drone handling, and use as mobile drydocks. Some hulls were even half-buried on alien worlds and used as armoured power-stations and workshops to form the core of new settlements. 

After the Collapse, Mora hulls were re-militarized almost suspiciously rapidly by factions that did not possess dedicated fleet carriers. Today they are an anvil upon which many an unwary Pirate warlord is broken.",,,
hmi_fang_eradicator,SHIP,"This Fang Society modification of the Eradicator is truly deranged. With an Orion Device shoved into the back while still maintaining its armour, this ship is shocking fast and surprisingly resilient.

A resilient design often overlooked by history, the Eradicator-class fast cruiser features powerful dual engine nacelles that allow it to deliver uncompromising firepower and a powerful missile barrage to the weakest point of the enemy battleline - or come to the rescue of valuable assets that have found themselves tactically exposed.

Back in the long cycles of the Domain, a chance accident during a fleet demonstration set one of an Eradicator's engine nacelles into shutdown and the other into overdrive, putting the ship into a terrible spin only stopped by a heroic effort from the engineering crew. Worse than the injuries and casualties suffered was the ship class becoming the laughingstock of a significant portion of the Domain hypermedia sphere. To save face the admiralty quietly assigned all of the Eradicators to frontier duty, far from the fickle attentions of the core sector budget committees. It would take a generation and several difficult fringe rebellion mop-up operations before a new fast-cruiser class model was requested by the Domain Navy to replace the Eradicator's role in front-line battlefleets.",,,
hmi_fang_yowie,SHIP,"A terrifying show of Fang Society ingenuity, the Yowie is an aggressive cruiser-sized phase vessel bearing the infamous Ring Cloak. While the cloak suffers from a long cooldown between phase transitions due to the ring needing to be flushed of abhorrent transition states, the Ring is able to carry vast amounts of mass effectively. The result is a crazed, heavily armoured and armed vessel with surprising mobility, and when crewed aggressively it is one of the most terrifying vessels on the battlescape.

While the Gremlin's phase coil set up is well known for being a truly horrific set up due to the psychological impact it has on crews, the Ring Cloak system is a altogether kinder derivative of the phase coil. While the Ring Cloak requires regular flux redistribution in the coils every time the ship emerges from p-space, the thick structure and sheer bulk of the redistribution system shields the crew from anomalous phase variations while also allowing the ship to temporarily 'bleed' with phase space, allowing temporal acceleration on emergence. This of course makes the vessel more vulnerable when existing p-space, which is the key drawback to the cloak.",,,
,,,,,
hmi_draco_falcon,SHIP,"Modified by the Draco Group, this Falcon analogue has an Aegis EMP Arc System which emits protective EMP arcs depending the ship's flux level. Further, the engine system has been replaced with a missile autoforge vat, enabling sustained missile ouput. The resulting sacrifice of mobility for sustained missile strike potential results in an incredibly nasty if somewhat fragile strike cruiser.

The concept for the Falcon (TT) was to consolidate Shrike hulls, either scavenged or damaged, into Falcons during the Second AI War, preferably on the field. The design exploration was triggered by a hypothetical design which showed a considerably easier to maintain ship could be produced from not only Shrike hulls, but more easily scavenged civilian ships. Regrettably, the ship design was not completed in time to impact the Tri-Tachyon's position during the War. Considering that the Fury had long been in production and occupied a similar niche, and the functionality of assembling from Shrikes was not suitably fulfilled, the project was dead on arrival. However, the presence of speculative Falcon (TT) hulls with a more aggressive, energy-based loadout with an incredibly low supply demand in Tri-Tachyon fleets seems to indicate a possible interest in the ship by covetous Executives. The Draco Group's derivative includes a missile autofac, changing the focus from mobility to missile strike.",,,
hmi_draco_heron,SHIP,"An old prototype of the Heron that became a boondoggle, this vessel has been adopted by the Draco Group as a warship. This ship has an overtuned engine and the Aegis EMP Arc System which emits protective EMP arcs depending the ship's flux level. Where the group located this design is unclear, although accusations of Tri-Tachyon influence have been hypothesised by the Hegemony.

As the Tri-Tachyon Corporation began to pivot it's doctrine towards hit and run tactics during the Second AI War, the Corporation began looking into improving the Heron chassis to supplement Astral carrier groups by the Corporation. However, the project became side-tracked as more and more features were proposed and added to the design. Just before the outbreak of the War, the prototype hull was produced with flexible synergy mounts, a Fighter Teleporter system to quickly retrieve strike vessels for restocking, and numerous alterations that completely altered the superstructure of the vessel. Due to the new bells and whistles added to the design,  upgrading the existing Heron fleet to the new design was impractical, and as the War progressed dedicating any ship production to the design became inefficient. Finally the Tri-Tachyon Corporation gave up on the design entirely. The Heron (TT) was eventually forgotten, apart from the occasional prototype sometimes observed as a curiosity in Tri-Tachyon fleets.",,,
hmi_draco_eagle,SHIP,"Modified by the Draco Group, this ship has an Aegis EMP Arc System which emits protective EMP arcs depending the ship's flux level. Further, the Temporal Device has been removed and replaced with a far more straight-forward High Energy Focus system, turning the ship into a vicious gunship.

This vessel is the result of Executive Madras Kilkenny, a man with too many credits and not enough sense. Desiring a sumptuous warship, he commissioned a Tri-Tachyon enhanced Eagle. At first a standard Eagle design was contemplated with subtle improvements to the weapon and flux systems, however meddling from Madras at the design stage had resulted in an over-engineered monster that almost necessitated a complete redesign of the Eagle from the ground up. One such piece of engineering was an experimental version of the Temporal Shell system from the then in-production Scarab. Considerable revenue streams ran into the vessel's design and construction - some of which were discovered to be embezzled by Madras from other projects. After the resulting asset liquidation by the corruption invigilators, this vessel's design was impounded, and then promptly stolen by hackers. This Draco Group version strips out the Temporal Acceleration system and replaces it with a more straightforward high energy focus, turning the ship into a more easily maintainable and terrifying dangerous gunship.",,,
hmi_draco_champion,SHIP,"A prototypical Champion with an integrated an Aegis EMP Arc System, this ship is a formidably defensive vessel. This ship is often utilized by the Draco Group as a fleet anchor in smaller engagements, denying air space and occupying enemy attention while providing considerable energy or missile-based support.

Desiring a smaller vessel that could utilise the Fortress Shield system, the Tri-Tachyon Corporation considered the Champion chassis. With large armament, good armour and a decent ship size with which to work with, designers picked up the design architecture and set to work. After many design cycles and computational simulations, the design had remained largely unchanged. The simple fact was the Fortress Shield system was too large to install on the vessel - either the circular generator was too small and did not enhance the shield in a meaningful way, or was so large that the ship would split in two under simulated combat conditions. While some upgrades had been implemented in the base design, not much had been done to justify producing it over licensing production from the Persean League. The Champion (TT) design was thus unceremoniously dropped, however a small number of these vessels exist from a test production run, and are highly valued by Collectors. The Draco Champion lacks the Flux Shunt system, although it's unclear if this is because the Group were unable to replicate the system, or if removing it helped streamline the ship's maintenance profile.",,,
,,,,,
# CAPITAL CAPITAL CAPITAL,,,,,
,,,,,
hmi_fang_atlas,SHIP,"The Fang Society, utilising a level of engineering even pirates would be deranged, have modified a scavenged Atlas hull for extreme ordinance. Bearing two large missile mounts, three large ballistic mounts and an Ammo Feeder system, this makeshift gunboat can deliver a truly staggering damage output. Able to spew out an absurd amount of firepower, and with a surprisingly cheap maintenance profile, the defensive capabilities of the ship are truly awful.",,,
hmi_fang_retribution,SHIP,"A Retribution class hacked and modified by the Fang Society, this vessel bears an additional large mount, redistributed medium sized mounts, and a garish paint job. While bearing the archaic Orion Drive for mobility and packing a touch more firepower, this ship still suffers from poor armour.

An ancient but unvenerated class, the Retribution is an extreme battlecruiser design which dates to the renaissance of military experimentation during the first consolidation period of the Domain. It sacrifices armor for firepower and tremendous speed for its size class via a nearly unique implementation of ""Orion Drive"" technology which was considered an archaic curiosity even then.

The physical stress inflicted upon both human flesh and ship components by the propulsive jolts made the Retribution an unpopular ship in the Domain Armada, one of only a handful of opinions shared whole-heartedly by crew and officers alike. Only a handful of examples were ever deployed by the Armada proper, the Retribution finding more use among frontier mercenaries and pirate-hunters that relied upon unexpected bursts of speed and hyper-aggressive tactics.",,,
hmi_fang_onslaught,SHIP,"Unexpectedly fast with an Orion Drive, combined with thick armour, a Damper Field defensive system and upsized ordinance, this Fang-derivative Onslaught is a truly terrifying predator to face.

Typically the Fang Society prefer to use smaller, lighter, faster craft to get in amongst the enemy and tear them to shreds. Only very rarely will the Society consider scavenging a capital ship, perhaps as a show of predatory dominance or simply for the pragmatic desire to have a heavily armoured flagship. The venerable Onslaught-class is one of these rare vessels. Hegemony records confirm that three Onslaughts have been captured by the Fang Society previously; the Midnight Dawn, the Vigilant and the Caspian. The Caspian (renamed Devouring God) was destroyed during a major Fang Hunt over Eventide, however the other two hulls are still active. 

Based on surviving accounts and the wreck of the Caspian, it has been determined that the surviving Onslaughts have been drastically down-armoured and internally reinforced to accomodate the Orion Drive. As deranged as this sounds, surprisingly clever engineering solutions have been integrated to ensure that activating the Orion Drive doesn't cause long-term damage to the crew, let alone turn the crew into paste on system activation. This sudden speed, combined with the lighter chassis makes the Onslaught frighteningly fast. 

Further, the presence of a damper field drastically improves the survivability of the ship once it has launched itself into an enemy formation. There are also further tweaks to weapon mounts to ensure most ballistic mounts can now fire forward, while upsizing several weapon mounts. An integrated firing solution system has been integrated into the hull, to drastically improve the longetivity of the weapons under fire. 

The result is a ship that can get up close very fast, and continue to dump excessive firepower even under heavy fire. It is little wonder why only one of these deranged vessels has been destroyed, and the two remain at large.",,,
,,,,,
hmi_draco_forgiveness,SHIP,"An old prototype of the Doom borne from the engineering standpoint that the Phase Cloak was unfeasible, this vessel has been adopted by the Draco Group as a warship. The combination of a Clarent Bridgehead Device system and two large energy mounts produces a truly fearsome assault package. Where the Draco Group managed to secure such a terrifying attack craft is a matter of extensive debate, as it seems unlikely a possible Tri-Tachyon collaboration would relinquish such a vessel to their Draco catspaws.

Phase Cloaking is an advanced piece of technology, and some individuals within Tri-Tachyon perceived that its widespread implementation would be impossible. This was due to the expense of the drive, the long-term effects of sustained p-space exposure on crew and officers, and the reliability of the cloak itself. Consequently a limited run of 'phaseless' prototypes were produced, however these ships repeatedly ran into problems with their extraneous systems.

In the case of the Forgiveness, the existing Mine Strike system was unable to teleport mines onto the target, as a large part of the system required the phase cloak to transport the explosive charge. A more prototypical analogue of the system was implemented which was easier to maintain, but its performance left a lot to be desired. To compensate for this the designers added additional ordinance, adding two large energy and two medium energy mounts where the phase cloak drives would normally be placed. Only a very, very limited number of this vessel were ever produced, as it was a derivative of an already secret vessel before review, and after it was determined that the Doom was simply more effective in its role despite the Forgiveness's fearsome firepower and surprisingly light maintenance profile. The ship, however, is still seen rarely in Tri-Tachyon fleets under the control of the more covetous, collection-inclined Senior Executives.

The Draco Group however have removed the system, and filled the ample infrastructure with an overtuned Aegis system interlinked with a phase leap system. When the 'Clarent Bridgehead' system activated, the Aegis vents its arcing as the ship transits. The result is a 'sling-shot' effect, where the ship travels forward in partial p-space while storing up EMP discharge, and on emergence the system releases a cloud of accumulated EMP energy as a storm of EMP arcs. The process is incredibly flux intensive, but it works as a very effective formation breaker.",,,
